date_key,customer_key,product_key,region_key,sales_amount,profit,quantity,discount,sales_id
6,69,2,64,1951.84,585.552,8,0.0,232
6,69,2,101,1951.84,585.552,8,0.0,233
6,69,143,48,171.55,80.6285,5,0.0,234
6,69,143,64,171.55,80.6285,5,0.0,235
6,69,143,101,171.55,80.6285,5,0.0,236
70,70,144,49,157.92,17.766,5,0.2,237
70,70,145,49,203.184,15.2388,2,0.2,238
71,71,146,50,58.38,26.271,7,0.0,239
71,71,147,50,105.52,48.5392,4,0.0,240
71,71,148,50,80.88,21.0288,6,0.0,241
72,72,149,5,6.63,1.7901,3,0.0,242
73,73,121,5,457.568,51.4764,2,0.2,243
74,74,150,51,14.62,6.8714,2,0.0,244
74,74,151,51,944.93,236.2325,7,0.0,245
75,75,152,2,5.98,2.691,1,0.0,246
76,76,153,11,54.384,1.3596,2,0.2,247
77,77,154,52,28.4,13.348,5,0.0,248
78,78,155,5,27.68,9.688,2,0.2,249
79,79,156,53,9.936,2.7324,3,0.2,250
79,79,157,53,8159.952,-1359.992,8,0.4,251
79,79,158,53,275.928,-58.6347,3,0.2,252
79,79,159,53,1740.06,-24.858,9,0.3,253
79,79,160,53,32.064,6.8136,6,0.2,254
79,79,161,53,177.98,-453.849,5,0.8,255
79,79,162,53,143.976,8.9985,3,0.2,256
80,80,163,2,20.94,9.8418,3,0.0,257
80,80,1324,2,20.94,9.8418,3,0.0,258
80,80,164,2,110.96,53.2608,2,0.0,259
80,80,165,2,340.144,21.259,7,0.2,260
81,81,166,23,52.448,-131.12,2,0.8,261
81,81,167,23,20.16,6.552,4,0.2,262
82,82,168,13,97.264,-243.16,4,0.8,263
83,33,169,47,396.802,-11.3372,7,0.3,264
83,33,169,259,396.802,-11.3372,7,0.3,265
83,33,170,47,15.88,-3.7715,5,0.2,266
83,33,170,259,15.88,-3.7715,5,0.2,267
84,83,171,21,3.28,1.4104,1,0.0,268
30,84,172,28,24.816,1.8612,2,0.2,269
30,84,172,54,24.816,1.8612,2,0.2,270
30,84,173,28,408.744,76.6395,7,0.2,271
30,84,173,54,408.744,76.6395,7,0.2,272
85,85,174,55,503.96,131.0296,4,0.0,273
85,85,174,207,503.96,131.0296,4,0.0,274
85,85,175,55,149.95,41.986,5,0.0,275
85,85,175,207,149.95,41.986,5,0.0,276
85,85,176,55,29.0,7.25,2,0.0,277
85,85,176,207,29.0,7.25,2,0.0,278
86,86,177,56,7.16,3.4368,2,0.0,279
86,86,177,235,7.16,3.4368,2,0.0,280
86,86,177,297,7.16,3.4368,2,0.0,281
87,87,178,2,176.8,22.984,8,0.0,282
88,88,179,57,37.224,3.7224,3,0.2,283
88,88,146,57,20.016,6.255,3,0.2,284
89,89,180,21,899.136,112.392,4,0.2,285
89,89,181,21,71.76,20.0928,6,0.0,286
89,89,182,21,51.84,24.8832,8,0.0,287
89,89,38,21,626.352,46.9764,3,0.2,288
89,89,183,21,19.9,6.567,5,0.0,289
90,90,30,58,14.28,6.7116,7,0.0,290
91,91,184,59,7.408,1.2038,2,0.2,291
91,91,185,59,6.048,1.5876,3,0.2,292
45,92,186,60,46.26,12.0276,3,0.0,293
92,93,187,11,2.946,-2.2586,2,0.7,294
92,93,188,11,16.056,5.8203,3,0.2,295
93,94,189,61,21.744,6.795,3,0.2,296
94,95,190,62,218.75,-161.875,2,0.5,297
94,95,191,62,2.6,0.2925,1,0.2,298
95,96,192,63,66.284,-178.9668,2,0.8,299
96,97,193,48,35.168,9.6712,7,0.2,300
96,97,193,64,35.168,9.6712,7,0.2,301
96,97,193,101,35.168,9.6712,7,0.2,302
35,98,194,65,444.768,44.4768,4,0.2,303
97,99,195,66,83.92,5.8744,4,0.0,304
97,99,196,66,131.98,35.6346,2,0.0,305
97,99,123,66,15.92,7.4824,4,0.0,306
97,99,197,66,52.29,16.2099,9,0.0,307
97,99,198,66,91.99,3.6796,1,0.0,308
98,100,199,63,20.8,6.5,2,0.2,309
99,101,200,67,23.68,8.88,2,0.2,310
99,101,201,67,452.45,-244.323,5,0.5,311
99,101,105,67,62.982,-14.6958,3,0.4,312
99,101,202,67,1188.0,-950.4,9,0.7,313
99,101,203,67,89.584,4.4792,2,0.2,314
100,102,179,2,93.06,26.0568,6,0.0,315
100,102,204,2,302.376,22.6782,3,0.2,316
101,103,205,68,5.584,1.8148,2,0.2,317
101,103,205,598,5.584,1.8148,2,0.2,318
101,103,206,68,22.704,8.2302,6,0.2,319
101,103,206,598,22.704,8.2302,6,0.2,320
101,103,92,68,19.776,-13.8432,4,0.7,321
101,103,92,598,19.776,-13.8432,4,0.7,322
101,103,207,68,72.704,19.0848,4,0.2,323
101,103,207,598,72.704,19.0848,4,0.2,324
101,103,208,68,479.988,-383.9904,4,0.7,325
101,103,208,598,479.988,-383.9904,4,0.7,326
101,103,1577,68,479.988,-383.9904,4,0.7,327
101,103,1577,598,479.988,-383.9904,4,0.7,328
101,103,209,68,27.168,2.7168,2,0.2,329
101,103,209,598,27.168,2.7168,2,0.2,330
102,104,210,69,2.2,0.968,1,0.0,331
102,104,211,69,622.45,136.939,5,0.0,332
102,104,212,69,21.98,0.2198,1,0.0,333
103,105,213,30,161.568,-28.2744,2,0.2,334
103,105,213,70,161.568,-28.2744,2,0.2,335
103,105,213,184,161.568,-28.2744,2,0.2,336
103,105,213,312,161.568,-28.2744,2,0.2,337
103,105,214,30,389.696,43.8408,8,0.2,338
103,105,214,70,389.696,43.8408,8,0.2,339
103,105,214,184,389.696,43.8408,8,0.2,340
103,105,214,312,389.696,43.8408,8,0.2,341
104,106,215,36,18.648,-12.432,7,0.7,342
105,38,216,71,233.86,-102.048,2,0.45,343
105,38,217,71,620.6145,-248.2458,3,0.45,344
105,38,215,71,5.328,-3.552,2,0.7,345
105,38,218,71,258.072,0.0,3,0.2,346
105,38,1615,71,258.072,0.0,3,0.2,347
105,38,219,71,617.976,-7.7247,3,0.2,348
105,38,466,71,617.976,-7.7247,3,0.2,349
106,107,220,72,10.56,4.752,2,0.0,350
31,108,221,23,25.92,9.396,5,0.2,351
31,108,222,23,419.68,-356.728,5,0.6,352
31,108,223,23,11.688,-4.6752,3,0.6,353
31,108,224,23,31.984,11.1944,2,0.2,354
31,108,225,23,177.225,-120.513,5,0.5,355
31,108,226,23,4.044,-2.8308,3,0.6,356
31,108,184,23,7.408,1.2038,2,0.2,357
107,109,121,73,2001.86,580.5394,7,0.0,358
107,109,227,73,166.72,41.68,2,0.0,359
107,109,228,73,47.88,23.94,6,0.0,360
107,109,229,73,1503.25,496.0725,5,0.0,361
107,109,182,73,25.92,12.4416,4,0.0,362
108,110,230,9,321.568,28.1372,2,0.2,363
109,111,231,74,7.61,3.5767,1,0.0,364
109,111,219,74,3347.37,636.0003,13,0.0,365
109,111,466,74,3347.37,636.0003,13,0.0,366
108,112,232,21,80.58,22.5624,6,0.0,367
108,112,453,21,80.58,22.5624,6,0.0,368
108,112,233,21,361.92,162.864,4,0.0,369
110,113,226,23,12.132,-8.4924,9,0.6,370
110,113,234,23,82.368,-19.5624,2,0.2,371
110,113,148,23,53.92,4.044,5,0.2,372
110,113,235,23,647.904,56.6916,6,0.2,373
97,114,236,21,20.37,6.9258,3,0.0,374
97,114,237,21,221.55,6.6465,3,0.0,375
97,114,238,21,17.52,6.132,5,0.2,376
111,115,239,46,1.624,-4.466,2,0.8,377
111,115,239,75,1.624,-4.466,2,0.8,378
112,116,157,13,3059.982,-509.997,3,0.4,379
112,116,240,13,2519.958,-251.9958,7,0.4,380
113,117,241,23,328.224,28.7196,4,0.2,381
114,118,242,76,79.9,35.156,2,0.0,382
115,119,243,77,14.016,4.7304,3,0.2,383
116,39,244,78,7.56,0.3024,6,0.0,384
35,120,245,79,37.208,-7.4416,1,0.2,385
35,120,246,79,57.576,21.591,3,0.2,386
117,121,247,9,725.84,210.4936,4,0.0,387
118,67,248,9,209.93,92.3692,7,0.0,388
118,67,249,9,5.28,2.3232,3,0.0,389
118,67,250,9,10.92,4.095,3,0.2,390
119,122,251,80,8.82,4.0572,2,0.0,391
119,122,252,80,5.98,1.5548,1,0.0,392
120,123,253,11,11.648,4.0768,2,0.2,393
120,123,254,11,18.176,5.9072,4,0.2,394
120,123,255,11,59.712,5.9712,6,0.2,395
120,123,256,11,24.84,8.694,3,0.2,396
121,57,257,13,2.08,-3.432,5,0.8,397
121,57,258,13,1114.4,376.11,7,0.2,398
122,124,259,2,1038.84,51.942,5,0.2,399
121,15,260,33,141.76,47.844,5,0.2,400
121,15,261,33,239.8,47.96,5,0.2,401
121,15,262,33,31.104,10.8864,6,0.2,402
123,125,263,81,254.058,-169.372,7,0.7,403
123,125,168,81,194.528,24.316,2,0.2,404
123,125,264,81,961.48,-204.3145,5,0.2,405
74,126,265,39,19.096,6.6836,7,0.2,406
74,126,265,96,19.096,6.6836,7,0.2,407
74,126,265,118,19.096,6.6836,7,0.2,408
74,126,266,39,18.496,6.2424,8,0.2,409
74,126,266,96,18.496,6.2424,8,0.2,410
74,126,266,118,18.496,6.2424,8,0.2,411
74,126,267,39,255.984,54.3966,2,0.2,412
74,126,267,96,255.984,54.3966,2,0.2,413
74,126,267,118,255.984,54.3966,2,0.2,414
74,126,268,39,86.97,-48.7032,3,0.5,415
74,126,268,96,86.97,-48.7032,3,0.5,416
74,126,268,118,86.97,-48.7032,3,0.5,417
59,127,269,82,300.416,78.8592,8,0.2,418
59,127,979,82,300.416,78.8592,8,0.2,419
59,127,270,82,230.352,20.1558,3,0.2,420
59,127,271,82,218.352,-24.5646,3,0.2,421
59,127,272,82,78.6,-62.88,5,0.7,422
59,127,273,82,27.552,9.2988,3,0.2,423
100,64,274,83,32.4,15.552,5,0.0,424
100,64,275,83,1082.48,10.8248,8,0.0,425
100,64,276,83,56.91,27.3168,3,0.0,426
100,64,277,83,77.6,38.024,4,0.0,427
100,64,278,83,14.28,6.5688,1,0.0,428
124,102,279,23,219.075,-131.445,3,0.5,429
125,128,280,21,26.8,12.864,2,0.0,430
126,34,281,84,9.84,2.8536,3,0.0,431
107,129,282,85,45.48,20.9208,3,0.0,432
107,129,282,319,45.48,20.9208,3,0.0,433
107,129,282,441,45.48,20.9208,3,0.0,434
107,129,283,85,289.2,83.868,6,0.0,435
107,129,283,319,289.2,83.868,6,0.0,436
107,129,283,441,289.2,83.868,6,0.0,437
5,130,284,86,4.89,2.0049,1,0.0,438
5,130,284,152,4.89,2.0049,1,0.0,439
127,131,285,87,15.136,3.5948,4,0.2,440
127,131,286,87,466.768,52.5114,2,0.2,441
127,131,287,87,15.232,1.7136,1,0.2,442
127,131,288,87,6.264,2.0358,3,0.2,443
128,132,289,88,87.54,37.6422,3,0.0,444
129,133,290,89,178.384,22.298,2,0.2,445
129,133,291,89,15.552,5.4432,3,0.2,446
130,134,292,11,99.136,8.6744,4,0.2,447
131,135,293,21,135.882,24.1568,1,0.1,448
131,135,294,21,3991.98,1995.99,2,0.0,449
131,135,41,21,275.94,80.0226,6,0.0,450
131,135,295,21,360.0,129.6,4,0.0,451
131,135,124,21,43.57,13.071,1,0.0,452
112,136,296,90,7.16,3.58,2,0.0,453
112,136,296,229,7.16,3.58,2,0.0,454
132,137,272,91,251.52,81.744,6,0.2,455
132,137,297,91,99.99,34.9965,1,0.0,456
133,138,298,92,15.992,0.9995,1,0.2,457
134,139,299,11,290.898,-67.8762,3,0.4,458
134,139,300,11,54.224,3.389,2,0.2,459
134,139,301,11,786.744,-258.5016,4,0.3,460
134,139,302,11,100.24,33.831,10,0.2,461
134,139,303,11,37.764,-27.6936,6,0.7,462
135,140,304,11,82.8,-20.7,2,0.4,463
135,140,305,11,20.724,-13.816,2,0.7,464
135,140,306,11,4.896,-3.4272,3,0.7,465
136,141,307,2,4.752,1.6038,1,0.2,466
136,141,308,2,959.984,335.9944,2,0.2,467
136,141,309,2,14.368,4.49,4,0.2,468
137,142,310,9,7.712,2.7956,2,0.2,469
137,142,311,9,698.352,-17.4588,3,0.2,470
138,108,312,93,4.96,2.3312,4,0.0,471
139,64,313,11,17.856,1.116,4,0.2,472
139,64,14,11,509.97,-407.976,10,0.7,473
139,64,129,11,30.992,10.0724,13,0.2,474
139,64,314,11,71.928,8.3916,12,0.4,475
140,80,18,94,88.8,-2.22,4,0.2,476
141,143,127,9,47.976,4.7976,3,0.2,477
142,144,185,95,7.56,3.0996,3,0.0,478
142,144,34,95,24.56,11.5432,2,0.0,479
142,144,315,95,12.96,4.1472,2,0.0,480
143,145,236,21,6.79,2.3086,1,0.0,481
143,145,316,21,24.56,11.5432,2,0.0,482
143,145,368,21,24.56,11.5432,2,0.0,483
143,145,317,21,3.048,1.0668,1,0.2,484
143,145,316,21,49.12,23.0864,4,0.0,485
143,145,368,21,49.12,23.0864,4,0.0,486
143,145,318,21,4355.168,1415.4296,4,0.2,487
144,146,319,21,388.704,-4.8588,6,0.2,488
144,146,320,21,8.26,3.7996,2,0.0,489
144,146,321,21,17.04,6.9864,4,0.0,490
144,146,322,21,34.4,15.824,5,0.0,491
132,97,189,36,36.24,11.325,5,0.2,492
145,147,323,39,647.84,168.4384,8,0.0,493
145,147,323,96,647.84,168.4384,8,0.0,494
145,147,323,118,647.84,168.4384,8,0.0,495
145,147,324,39,20.7,9.936,2,0.0,496
145,147,324,96,20.7,9.936,2,0.0,497
145,147,324,118,20.7,9.936,2,0.0,498
146,148,324,21,20.7,9.936,2,0.0,499
146,148,325,21,488.646,86.8704,3,0.1,500
146,148,326,21,5.56,1.4456,2,0.0,501
146,148,327,21,47.12,20.7328,8,0.0,502
147,149,46,9,211.96,8.4784,4,0.0,503
148,150,328,97,23.2,10.44,4,0.0,504
148,150,329,97,7.36,0.1472,2,0.0,505
148,150,330,97,104.79,29.3412,7,0.0,506
148,150,38,97,1043.92,271.4192,4,0.0,507
149,151,331,98,25.92,9.396,5,0.2,508
149,151,332,98,53.424,4.6746,3,0.2,509
150,152,306,99,8.16,-5.712,5,0.7,510
150,152,333,99,1023.936,179.1888,8,0.2,511
150,152,334,99,9.24,0.924,1,0.2,512
150,152,335,99,479.04,-29.94,10,0.2,513
151,153,336,100,99.136,30.98,4,0.2,514
151,153,336,332,99.136,30.98,4,0.2,515
152,154,337,48,1488.424,-297.6848,7,0.3,516
152,154,337,64,1488.424,-297.6848,7,0.3,517
152,154,337,101,1488.424,-297.6848,7,0.3,518
153,155,338,13,8.652,-20.3322,3,0.8,519
153,155,339,13,23.832,2.6811,3,0.2,520
153,155,340,13,12.176,-18.8728,4,0.8,521
100,156,341,9,50.96,25.48,7,0.0,522
100,156,342,9,49.536,17.3376,3,0.2,523
154,157,343,84,41.9,8.799,2,0.0,524
155,158,344,102,375.4575,-157.0095,3,0.45,525
155,158,345,102,83.976,-1.0497,3,0.2,526
156,159,346,11,482.34,-337.638,4,0.7,527
156,159,347,11,2.96,0.777,1,0.2,528
157,160,348,79,2.624,0.4264,1,0.2,529
158,161,349,21,23.36,7.884,4,0.2,530
158,161,85,21,39.98,13.5932,2,0.0,531
159,162,350,103,246.384,27.7182,2,0.2,532
159,162,350,168,246.384,27.7182,2,0.2,533
159,162,351,103,1799.97,701.9883,3,0.0,534
159,162,351,168,1799.97,701.9883,3,0.0,535
160,163,352,104,12.462,-20.5623,3,0.8,536
160,163,352,318,12.462,-20.5623,3,0.8,537
161,164,353,105,75.792,25.5798,3,0.2,538
162,165,354,106,49.96,9.4924,2,0.0,539
162,165,355,106,12.96,6.2208,2,0.0,540
90,7,356,26,70.12,21.036,4,0.0,541
90,7,356,113,70.12,21.036,4,0.0,542
90,7,356,254,70.12,21.036,4,0.0,543
163,166,357,13,35.952,3.5952,3,0.2,544
163,166,27,13,2396.2656,-317.1528,4,0.32,545
163,166,358,13,131.136,-32.784,4,0.2,546
163,166,359,13,57.584,0.7198,2,0.2,547
164,167,360,107,9.568,3.4684,2,0.2,548
165,71,361,41,39.072,9.768,6,0.2,549
165,71,361,108,39.072,9.768,6,0.2,550
166,168,362,21,35.91,9.6957,3,0.0,551
167,169,359,9,179.95,37.7895,5,0.0,552
167,169,363,9,1199.976,434.9913,3,0.2,553
167,169,364,9,27.15,13.3035,5,0.0,554
167,169,365,9,1004.024,-112.9527,7,0.2,555
167,169,366,9,9.68,4.6464,1,0.0,556
167,169,367,9,28.35,13.608,9,0.0,557
